universite,baslik_no,deger,yil
Ege Üniversitesi,B.14.2,14364692.24,2021
Ege Üniversitesi,B.15,0.1912,2021
Ege Üniversitesi,B.16,0.13,2021
Ege Üniversitesi,B.17.1,0.16,2021
Ege Üniversitesi,B.17.2,0.4415,2021
Ege Üniversitesi,B.18.1,547,2021
Ege Üniversitesi,B.18.2,57578423.48,2021
Ege Üniversitesi,B.19,0.00617,2021
Ege Üniversitesi,C.1.1,2,2021
Ege Üniversitesi,C.1.2,1,2021
Ege Üniversitesi,C.2,1242,2021
Ege Üniversitesi,C.3.1,3,2021
Ege Üniversitesi,C.3.2,13,2021
Ege Üniversitesi,C.4.1,69,2021
Ege Üniversitesi,C.4.2,307,2021
Ege Üniversitesi,C.5,68,2021
Ege Üniversitesi,C.6,262,2021
Ege Üniversitesi,D.1,244,2021
Ege Üniversitesi,D.2,13563,2021
Ege Üniversitesi,D.3,1345,2021
Ege Üniversitesi,D.4,308,2021
Ege Üniversitesi,D.5.1,804,2021
Ege Üniversitesi,D.5.2,1,2021
Ege Üniversitesi,D.6.1,6,2021
Ege Üniversitesi,D.6.2,165,2021
Ege Üniversitesi,D.7,4931341.09,2021
Ege Üniversitesi,D.8,15245,2021
Ege Üniversitesi,D.9,0.0119,2021
Hacettepe Üniversitesi,A.1,327,2021
Hacettepe Üniversitesi,A.2.1,30,2021
Hacettepe Üniversitesi,A.2.2,26,2021
Hacettepe Üniversitesi,A.3,19,2021
Hacettepe Üniversitesi,A.4.1,10,2021
Hacettepe Üniversitesi,A.4.2,35,2021
Hacettepe Üniversitesi,A.5,397,2021
Hacettepe Üniversitesi,A.6,0.9859,2021
Hacettepe Üniversitesi,A.7,1,2021
Hacettepe Üniversitesi,A.8,0.366,2021
Hacettepe Üniversitesi,A.9,0.0629,2021
Hacettepe Üniversitesi,A.10,22,2021
Hacettepe Üniversitesi,A.11.1,3.98,2021
Hacettepe Üniversitesi,A.11.2,3.45,2021
Hacettepe Üniversitesi,B.1,0.254,2021
Hacettepe Üniversitesi,B.2,0.684,2021
Hacettepe Üniversitesi,B.3,986,2021
Hacettepe Üniversitesi,B.4,0.57044,2021
Hacettepe Üniversitesi,B.5.1,18,2021
Hacettepe Üniversitesi,B.5.2,8,2021
Hacettepe Üniversitesi,B.6,3,2021
Hacettepe Üniversitesi,B.7,160,2021
Hacettepe Üniversitesi,B.8,0,2021
Hacettepe Üniversitesi,B.9,283,2021
Hacettepe Üniversitesi,B.10,416,2021
Hacettepe Üniversitesi,B.11,706,2021
Hacettepe Üniversitesi,B.12.1,501.601,2021
Hacettepe Üniversitesi,B.12.2,118,2021
Hacettepe Üniversitesi,B.12.3,3,2021
Hacettepe Üniversitesi,B.12.4,801.1001,2021
Hacettepe Üniversitesi,B.12.5,221,2021
Hacettepe Üniversitesi,B.12.6,7,2021
Hacettepe Üniversitesi,B.12.7,601.701,2021
Hacettepe Üniversitesi,B.12.8,2,2021
Hacettepe Üniversitesi,B.13,47,2021
Hacettepe Üniversitesi,B.14.1,59,2021
Hacettepe Üniversitesi,B.14.2,36237.8,2021
Hacettepe Üniversitesi,B.15,0.1634,2021
Hacettepe Üniversitesi,B.16,0.08,2021
Hacettepe Üniversitesi,B.17.1,0.1288,2021
Hacettepe Üniversitesi,B.17.2,0.132,2021
Hacettepe Üniversitesi,B.18.1,468,2021
Hacettepe Üniversitesi,B.18.2,178427026.84,2021
Hacettepe Üniversitesi,B.19,0.00653,2021
Hacettepe Üniversitesi,C.1.1,9,2021
Hacettepe Üniversitesi,C.1.2,12,2021
Hacettepe Üniversitesi,C.2,1195,2021
Hacettepe Üniversitesi,C.3.1,15,2021
Hacettepe Üniversitesi,C.3.2,42,2021
Hacettepe Üniversitesi,C.4.1,81,2021
Hacettepe Üniversitesi,C.4.2,401,2021
Hacettepe Üniversitesi,C.5,41,2021
Hacettepe Üniversitesi,C.6,11,2021
Hacettepe Üniversitesi,D.1,38,2021
Hacettepe Üniversitesi,D.2,204,2021
Hacettepe Üniversitesi,D.3,11,2021
Hacettepe Üniversitesi,D.4,49,2021
Hacettepe Üniversitesi,D.5.1,15,2021
Hacettepe Üniversitesi,D.5.2,2,2021
Hacettepe Üniversitesi,D.6.1,0,2021
Hacettepe Üniversitesi,D.6.2,,2021
Hacettepe Üniversitesi,D.7,2966260,2021
Hacettepe Üniversitesi,D.8,18761,2021
Hacettepe Üniversitesi,D.9,0.0357,2021
Ankara Üniversitesi,A.1,397,2021
Ankara Üniversitesi,A.2.1,19,2021
Ankara Üniversitesi,A.2.2,16,2021
Ankara Üniversitesi,A.3,56,2021
Ankara Üniversitesi,A.4.1,222,2021
Ankara Üniversitesi,A.4.2,24,2021
Ankara Üniversitesi,A.5,966,2021
Ankara Üniversitesi,A.6,0.963,2021
Ankara Üniversitesi,A.7,1,2021
Ankara Üniversitesi,A.8,0.0798,2021
Ankara Üniversitesi,A.9,0.201,2021
Ankara Üniversitesi,A.10,18,2021
Ankara Üniversitesi,A.11.1,12.36,2021
Ankara Üniversitesi,A.11.2,11.19,2021
Ankara Üniversitesi,B.1,0.257,2021
Ankara Üniversitesi,B.2,0.581,2021
Ankara Üniversitesi,B.3,718,2021
Ankara Üniversitesi,B.4,0.6112,2021
Ankara Üniversitesi,B.5.1,46,2021
Ankara Üniversitesi,B.5.2,11,2021
Ankara Üniversitesi,B.6,3,2021
Ankara Üniversitesi,B.7,170,2021
Ankara Üniversitesi,B.8,0,2021
Ankara Üniversitesi,B.9,297,2021
Ankara Üniversitesi,B.10,348,2021
Ankara Üniversitesi,B.11,346,2021
Ankara Üniversitesi,B.12.1,1001.0000001,2021
Ankara Üniversitesi,B.12.2,401,2021
Ankara Üniversitesi,B.12.3,12,2021
Ankara Üniversitesi,B.12.4,801.1001,2021
Ankara Üniversitesi,B.12.5,221,2021
Ankara Üniversitesi,B.12.6,7,2021
Ankara Üniversitesi,B.12.7,801.901,2021
Ankara Üniversitesi,B.12.8,7,2021
Ankara Üniversitesi,B.13,39,2021
Ankara Üniversitesi,B.14.1,11,2021
Ankara Üniversitesi,B.14.2,759905,2021
Ankara Üniversitesi,B.15,0.19,2021
Ankara Üniversitesi,B.16,-0.39,2021
Ankara Üniversitesi,B.17.1,0.058,2021
Ankara Üniversitesi,B.17.2,0.4061,2021
Ankara Üniversitesi,B.18.1,141,2021
Ankara Üniversitesi,B.18.2,55292750,2021
Ankara Üniversitesi,B.19,0.00602,2021
Ankara Üniversitesi,C.1.1,9,2021
Ankara Üniversitesi,C.1.2,12,2021
Ankara Üniversitesi,C.2,3618,2021
Ankara Üniversitesi,C.3.1,28,2021
Ankara Üniversitesi,C.3.2,4,2021
Ankara Üniversitesi,C.4.1,161,2021
Ankara Üniversitesi,C.4.2,537,2021
Ankara Üniversitesi,C.5,25,2021
Ankara Üniversitesi,C.6,25,2021
Ankara Üniversitesi,D.1,109,2021
Ankara Üniversitesi,D.2,4262,2021
Ankara Üniversitesi,D.3,107,2021
Ankara Üniversitesi,D.4,493,2021
Ankara Üniversitesi,D.5.1,113,2021
Ankara Üniversitesi,D.5.2,10,2021
Ankara Üniversitesi,D.6.1,2,2021
Ankara Üniversitesi,D.6.2,587,2021
Ankara Üniversitesi,D.7,27506324,2021
Ankara Üniversitesi,D.8,15122,2021
Ankara Üniversitesi,D.9,0.072,2021
Boğaziçi Üniversitesi,A.1,71,2021
Boğaziçi Üniversitesi,A.2.1,26,2021
Boğaziçi Üniversitesi,A.2.2,29,2021
Boğaziçi Üniversitesi,A.3,3,2021
Boğaziçi Üniversitesi,A.4.1,52,2021
Boğaziçi Üniversitesi,A.4.2,16,2021
Boğaziçi Üniversitesi,A.5,179,2021
Boğaziçi Üniversitesi,A.6,1,2021
Boğaziçi Üniversitesi,A.7,0.3168,2021
Boğaziçi Üniversitesi,A.8,1,2021
Boğaziçi Üniversitesi,A.9,0.487,2021
Boğaziçi Üniversitesi,A.10,8,2021
Boğaziçi Üniversitesi,A.11.1,36.35,2021
Boğaziçi Üniversitesi,A.11.2,54.61,2021
Boğaziçi Üniversitesi,B.1,0.066,2021
Boğaziçi Üniversitesi,B.2,0.767,2021
Boğaziçi Üniversitesi,B.3,621,2021
Boğaziçi Üniversitesi,B.4,0.549,2021
Boğaziçi Üniversitesi,B.5.1,16,2021
Boğaziçi Üniversitesi,B.5.2,27,2021
Boğaziçi Üniversitesi,B.6,2,2021
Boğaziçi Üniversitesi,B.7,59,2021
Boğaziçi Üniversitesi,B.8,0,2021
Boğaziçi Üniversitesi,B.9,344,2021
Boğaziçi Üniversitesi,B.10,216,2021
Boğaziçi Üniversitesi,B.11,218,2021
Boğaziçi Üniversitesi,B.12.1,601.801,2021
Boğaziçi Üniversitesi,B.12.2,138,2021
Boğaziçi Üniversitesi,B.12.3,6,2021
Boğaziçi Üniversitesi,B.12.4,651.701,2021
Boğaziçi Üniversitesi,B.12.5,175,2021
Boğaziçi Üniversitesi,B.12.6,5,2021
Boğaziçi Üniversitesi,B.12.7,,2021
Boğaziçi Üniversitesi,B.12.8,,2021
Boğaziçi Üniversitesi,B.13,36,2021
Boğaziçi Üniversitesi,B.14.1,135,2021
Boğaziçi Üniversitesi,B.14.2,1683913.95,2021
Boğaziçi Üniversitesi,B.15,0.065,2021
Boğaziçi Üniversitesi,B.16,,2021
Boğaziçi Üniversitesi,B.17.1,0.1607,2021
Boğaziçi Üniversitesi,B.17.2,0.4307,2021
Boğaziçi Üniversitesi,B.18.1,132,2021
Boğaziçi Üniversitesi,B.18.2,11011125.49,2021
Boğaziçi Üniversitesi,B.19,0.0313,2021
Boğaziçi Üniversitesi,C.1.1,45,2021
Boğaziçi Üniversitesi,C.1.2,8,2021
Boğaziçi Üniversitesi,C.2,241,2021
Boğaziçi Üniversitesi,C.3.1,1,2021
Boğaziçi Üniversitesi,C.3.2,0,2021
Boğaziçi Üniversitesi,C.4.1,246,2021
Boğaziçi Üniversitesi,C.4.2,547,2021
Boğaziçi Üniversitesi,C.5,100,2021
Boğaziçi Üniversitesi,C.6,13,2021
Boğaziçi Üniversitesi,D.1,20,2021
Boğaziçi Üniversitesi,D.2,7830,2021
Boğaziçi Üniversitesi,D.3,34,2021
Boğaziçi Üniversitesi,D.4,17,2021
Boğaziçi Üniversitesi,D.5.1,17,2021
Boğaziçi Üniversitesi,D.5.2,7,2021
Boğaziçi Üniversitesi,D.6.1,0,2021
Boğaziçi Üniversitesi,D.6.2,,2021
Boğaziçi Üniversitesi,D.7,722427.48,2021
Boğaziçi Üniversitesi,D.8,19795,2021
Boğaziçi Üniversitesi,D.9,0.2746,2021
İzmir Yüksek Teknoloji Enstitüsü,A.1,23,2021
İzmir Yüksek Teknoloji Enstitüsü,A.2.1,4,2021
İzmir Yüksek Teknoloji Enstitüsü,A.2.2,6,2021
İzmir Yüksek Teknoloji Enstitüsü,A.3,7,2021
İzmir Yüksek Teknoloji Enstitüsü,A.4.1,36,2021
İzmir Yüksek Teknoloji Enstitüsü,A.4.2,54,2021
İzmir Yüksek Teknoloji Enstitüsü,A.5,43,2021
İzmir Yüksek Teknoloji Enstitüsü,A.6,0.9971,2021
İzmir Yüksek Teknoloji Enstitüsü,A.7,0.8989,2021
İzmir Yüksek Teknoloji Enstitüsü,A.8,0.93,2021
İzmir Yüksek Teknoloji Enstitüsü,A.9,0.3063,2021
İzmir Yüksek Teknoloji Enstitüsü,A.10,3,2021
İzmir Yüksek Teknoloji Enstitüsü,A.11.1,10.55,2021
İzmir Yüksek Teknoloji Enstitüsü,A.11.2,86.54,2021
İzmir Yüksek Teknoloji Enstitüsü,B.1,0.064,2021
İzmir Yüksek Teknoloji Enstitüsü,B.2,0.656,2021
İzmir Yüksek Teknoloji Enstitüsü,B.3,238,2021
İzmir Yüksek Teknoloji Enstitüsü,B.4,0.54779,2021
İzmir Yüksek Teknoloji Enstitüsü,B.5.1,42,2021
İzmir Yüksek Teknoloji Enstitüsü,B.5.2,16,2021
İzmir Yüksek Teknoloji Enstitüsü,B.6,2,2021
İzmir Yüksek Teknoloji Enstitüsü,B.7,79,2021
İzmir Yüksek Teknoloji Enstitüsü,B.8,0,2021
İzmir Yüksek Teknoloji Enstitüsü,B.9,75,2021
İzmir Yüksek Teknoloji Enstitüsü,B.10,212,2021
İzmir Yüksek Teknoloji Enstitüsü,B.11,132,2021
İzmir Yüksek Teknoloji Enstitüsü,B.12.1,1001.0000001,2021
İzmir Yüksek Teknoloji Enstitüsü,B.12.2,301.351,2021
İzmir Yüksek Teknoloji Enstitüsü,B.12.3,12,2021
İzmir Yüksek Teknoloji Enstitüsü,B.12.4,,2021
İzmir Yüksek Teknoloji Enstitüsü,B.12.5,,2021
İzmir Yüksek Teknoloji Enstitüsü,B.12.6,,2021
İzmir Yüksek Teknoloji Enstitüsü,B.12.7,,2021
İzmir Yüksek Teknoloji Enstitüsü,B.12.8,,2021
İzmir Yüksek Teknoloji Enstitüsü,B.13,12,2021
İzmir Yüksek Teknoloji Enstitüsü,B.14.1,3731,2021
İzmir Yüksek Teknoloji Enstitüsü,B.14.2,367445.72,2021
İzmir Yüksek Teknoloji Enstitüsü,B.15,0.1391,2021
İzmir Yüksek Teknoloji Enstitüsü,B.16,,2021
İzmir Yüksek Teknoloji Enstitüsü,B.17.1,0.1449,2021
İzmir Yüksek Teknoloji Enstitüsü,B.17.2,0.2317,2021
İzmir Yüksek Teknoloji Enstitüsü,B.18.1,80,2021
İzmir Yüksek Teknoloji Enstitüsü,B.18.2,18875074.72,2021
İzmir Yüksek Teknoloji Enstitüsü,B.19,0.01004,2021
İzmir Yüksek Teknoloji Enstitüsü,C.1.1,4,2021
İzmir Yüksek Teknoloji Enstitüsü,C.1.2,1,2021
İzmir Yüksek Teknoloji Enstitüsü,C.2,136,2021
İzmir Yüksek Teknoloji Enstitüsü,C.3.1,0,2021
İzmir Yüksek Teknoloji Enstitüsü,C.3.2,19,2021
İzmir Yüksek Teknoloji Enstitüsü,C.4.1,7,2021
İzmir Yüksek Teknoloji Enstitüsü,C.4.2,99,2021
İzmir Yüksek Teknoloji Enstitüsü,C.5,30,2021
İzmir Yüksek Teknoloji Enstitüsü,C.6,30,2021
İzmir Yüksek Teknoloji Enstitüsü,D.1,6,2021
İzmir Yüksek Teknoloji Enstitüsü,D.2,607,2021
İzmir Yüksek Teknoloji Enstitüsü,D.3,39,2021
İzmir Yüksek Teknoloji Enstitüsü,D.4,151,2021
İzmir Yüksek Teknoloji Enstitüsü,D.5.1,3,2021
İzmir Yüksek Teknoloji Enstitüsü,D.5.2,0,2021
İzmir Yüksek Teknoloji Enstitüsü,D.6.1,0,2021
İzmir Yüksek Teknoloji Enstitüsü,D.6.2,217,2021
İzmir Yüksek Teknoloji Enstitüsü,D.7,474131.67,2021
İzmir Yüksek Teknoloji Enstitüsü,D.8,23555,2021
İzmir Yüksek Teknoloji Enstitüsü,D.9,0.0333,2021
İstanbul Üniversitesi,A.1,359,2021
İstanbul Üniversitesi,A.2.1,27,2021
İstanbul Üniversitesi,A.2.2,19,2021
İstanbul Üniversitesi,A.3,85,2021
İstanbul Üniversitesi,A.4.1,157,2021
İstanbul Üniversitesi,A.4.2,15,2021
İstanbul Üniversitesi,A.5,33,2021
İstanbul Üniversitesi,A.6,0.9928,2021
İstanbul Üniversitesi,A.7,1,2021
İstanbul Üniversitesi,A.8,0.7748,2021
İstanbul Üniversitesi,A.9,0.0976,2021
İstanbul Üniversitesi,A.10,14,2021
İstanbul Üniversitesi,A.11.1,37.66,2021
İstanbul Üniversitesi,A.11.2,4.54,2021
İstanbul Üniversitesi,B.1,0.331,2021
İstanbul Üniversitesi,B.2,0.567,2021
İstanbul Üniversitesi,B.3,810,2021
İstanbul Üniversitesi,B.4,0.66854,2021
İstanbul Üniversitesi,B.5.1,56,2021
İstanbul Üniversitesi,B.5.2,13,2021
İstanbul Üniversitesi,B.6,1,2021
İstanbul Üniversitesi,B.7,154,2021
İstanbul Üniversitesi,B.8,0,2021
İstanbul Üniversitesi,B.9,263,2021
İstanbul Üniversitesi,B.10,258,2021
İstanbul Üniversitesi,B.11,90,2021
İstanbul Üniversitesi,B.12.1,801.1001,2021
İstanbul Üniversitesi,B.12.2,201.251,2021
İstanbul Üniversitesi,B.12.3,9,2021
İstanbul Üniversitesi,B.12.4,801.1001,2021
İstanbul Üniversitesi,B.12.5,221,2021
İstanbul Üniversitesi,B.12.6,7,2021
İstanbul Üniversitesi,B.12.7,401.501,2021
İstanbul Üniversitesi,B.12.8,1,2021
İstanbul Üniversitesi,B.13,43,2021
İstanbul Üniversitesi,B.14.1,241,2021
İstanbul Üniversitesi,B.14.2,310346.78,2021
İstanbul Üniversitesi,B.15,0.1326,2021
İstanbul Üniversitesi,B.16,-0.1482,2021
İstanbul Üniversitesi,B.17.1,0.1106,2021
İstanbul Üniversitesi,B.17.2,0.1815,2021
İstanbul Üniversitesi,B.18.1,105,2021
İstanbul Üniversitesi,B.18.2,8684055,2021
İstanbul Üniversitesi,B.19,0.00251,2021
İstanbul Üniversitesi,C.1.1,20,2021
İstanbul Üniversitesi,C.1.2,16,2021
İstanbul Üniversitesi,C.2,8115,2021
İstanbul Üniversitesi,C.3.1,14,2021
İstanbul Üniversitesi,C.3.2,2,2021
İstanbul Üniversitesi,C.4.1,290,2021
İstanbul Üniversitesi,C.4.2,380,2021
İstanbul Üniversitesi,C.5,28,2021
İstanbul Üniversitesi,C.6,28,2021
İstanbul Üniversitesi,D.1,68,2021
İstanbul Üniversitesi,D.2,5916,2021
İstanbul Üniversitesi,D.3,34,2021
İstanbul Üniversitesi,D.4,98,2021
İstanbul Üniversitesi,D.5.1,165,2021
İstanbul Üniversitesi,D.5.2,9,2021
İstanbul Üniversitesi,D.6.1,0,2021
İstanbul Üniversitesi,D.6.2,,2021
İstanbul Üniversitesi,D.7,7311671.53,2021
İstanbul Üniversitesi,D.8,14982,2021
İstanbul Üniversitesi,D.9,0.0667,2021
İstanbul Teknik Üniversitesi,A.1,150,2021
İstanbul Teknik Üniversitesi,A.2.1,19,2021
İstanbul Teknik Üniversitesi,A.2.2,25,2021
İstanbul Teknik Üniversitesi,A.3,17,2021
İstanbul Teknik Üniversitesi,A.4.1,31,2021
İstanbul Teknik Üniversitesi,A.4.2,839,2021
İstanbul Teknik Üniversitesi,A.5,294,2021
İstanbul Teknik Üniversitesi,A.6,0.9616,2021
İstanbul Teknik Üniversitesi,A.7,1,2021
İstanbul Teknik Üniversitesi,A.8,0.92,2021
İstanbul Teknik Üniversitesi,A.9,0.47,2021
İstanbul Teknik Üniversitesi,A.10,34,2021
İstanbul Teknik Üniversitesi,A.11.1,13.85,2021
İstanbul Teknik Üniversitesi,A.11.2,12.69,2021
İstanbul Teknik Üniversitesi,B.1,0.095,2021
İstanbul Teknik Üniversitesi,B.2,0.702,2021
İstanbul Teknik Üniversitesi,B.3,716,2021
İstanbul Teknik Üniversitesi,B.4,0.42841,2021
İstanbul Teknik Üniversitesi,B.5.1,35,2021
İstanbul Teknik Üniversitesi,B.5.2,21,2021
İstanbul Teknik Üniversitesi,B.6,4,2021
İstanbul Teknik Üniversitesi,B.7,153,2021
İstanbul Teknik Üniversitesi,B.8,0,2021
İstanbul Teknik Üniversitesi,B.9,248,2021
İstanbul Teknik Üniversitesi,B.10,402,2021
İstanbul Teknik Üniversitesi,B.11,215,2021
İstanbul Teknik Üniversitesi,B.12.1,601.801,2021
İstanbul Teknik Üniversitesi,B.12.2,137,2021
İstanbul Teknik Üniversitesi,B.12.3,6,2021
İstanbul Teknik Üniversitesi,B.12.4,651.701,2021
İstanbul Teknik Üniversitesi,B.12.5,175,2021
İstanbul Teknik Üniversitesi,B.12.6,5,2021
İstanbul Teknik Üniversitesi,B.12.7,601.701,2021
İstanbul Teknik Üniversitesi,B.12.8,2,2021
İstanbul Teknik Üniversitesi,B.13,131,2021
İstanbul Teknik Üniversitesi,B.14.1,55,2021
İstanbul Teknik Üniversitesi,B.14.2,3805705.38,2021
İstanbul Teknik Üniversitesi,B.15,0.2048,2021
İstanbul Teknik Üniversitesi,B.16,,2021
İstanbul Teknik Üniversitesi,B.17.1,0.12,2021
İstanbul Teknik Üniversitesi,B.17.2,0.18,2021
İstanbul Teknik Üniversitesi,B.18.1,284,2021
İstanbul Teknik Üniversitesi,B.18.2,157475896.89,2021
İstanbul Teknik Üniversitesi,B.19,0.00907,2021
İstanbul Teknik Üniversitesi,C.1.1,21,2021
İstanbul Teknik Üniversitesi,C.1.2,41,2021
İstanbul Teknik Üniversitesi,C.2,3196,2021
İstanbul Teknik Üniversitesi,C.3.1,6,2021
İstanbul Teknik Üniversitesi,C.3.2,4,2021
İstanbul Teknik Üniversitesi,C.4.1,255,2021
İstanbul Teknik Üniversitesi,C.4.2,452,2021
İstanbul Teknik Üniversitesi,C.5,67,2021
İstanbul Teknik Üniversitesi,C.6,67,2021
İstanbul Teknik Üniversitesi,D.1,14,2021
İstanbul Teknik Üniversitesi,D.2,2132,2021
İstanbul Teknik Üniversitesi,D.3,86,2021
İstanbul Teknik Üniversitesi,D.4,44,2021
İstanbul Teknik Üniversitesi,D.5.1,9,2021
İstanbul Teknik Üniversitesi,D.5.2,0,2021
İstanbul Teknik Üniversitesi,D.6.1,2,2021
İstanbul Teknik Üniversitesi,D.6.2,71,2021
İstanbul Teknik Üniversitesi,D.7,16274000,2021
İstanbul Teknik Üniversitesi,D.8,17095,2021
İstanbul Teknik Üniversitesi,D.9,0.22,2021
İÜ Cerrahpaşa,A.1,119,2021
İÜ Cerrahpaşa,A.2.1,8,2021
İÜ Cerrahpaşa,A.2.2,0,2021
İÜ Cerrahpaşa,A.3,50,2021
İÜ Cerrahpaşa,A.4.1,76,2021
İÜ Cerrahpaşa,A.4.2,101,2021
İÜ Cerrahpaşa,A.5,33,2021
İÜ Cerrahpaşa,A.6,0.9935,2021
İÜ Cerrahpaşa,A.7,0.9909,2021
İÜ Cerrahpaşa,A.8,0.9283,2021
İÜ Cerrahpaşa,A.9,0.1225,2021
İÜ Cerrahpaşa,A.10,6,2021
İÜ Cerrahpaşa,A.11.1,3.21,2021
İÜ Cerrahpaşa,A.11.2,13.02,2021
İÜ Cerrahpaşa,B.1,0.029,2021
İÜ Cerrahpaşa,B.2,0.648,2021
İÜ Cerrahpaşa,B.3,338,2021
İÜ Cerrahpaşa,B.4,0.39679,2021
İÜ Cerrahpaşa,B.5.1,27,2021
İÜ Cerrahpaşa,B.5.2,31,2021
İÜ Cerrahpaşa,B.6,0,2021
İÜ Cerrahpaşa,B.7,78,2021
İÜ Cerrahpaşa,B.8,0,2021
İÜ Cerrahpaşa,B.9,42,2021
İÜ Cerrahpaşa,B.10,133,2021
İÜ Cerrahpaşa,B.11,92,2021
İÜ Cerrahpaşa,B.12.1,,2021
İÜ Cerrahpaşa,B.12.2,,2021
İÜ Cerrahpaşa,B.12.3,,2021
İÜ Cerrahpaşa,B.12.4,,2021
İÜ Cerrahpaşa,B.12.5,,2021
İÜ Cerrahpaşa,B.12.6,,2021
İÜ Cerrahpaşa,B.12.7,,2021
İÜ Cerrahpaşa,B.12.8,,2021
İÜ Cerrahpaşa,B.13,0,2021
İÜ Cerrahpaşa,B.14.1,5730,2021
İÜ Cerrahpaşa,B.14.2,3255691.23,2021
İÜ Cerrahpaşa,B.15,0.0941,2021
İÜ Cerrahpaşa,B.16,-0.0604,2021
İÜ Cerrahpaşa,B.17.1,0.0495,2021
İÜ Cerrahpaşa,B.17.2,0.11,2021
İÜ Cerrahpaşa,B.18.1,30,2021
İÜ Cerrahpaşa,B.18.2,4122690,2021
İÜ Cerrahpaşa,B.19,0.00412,2021
İÜ Cerrahpaşa,C.1.1,2,2021
İÜ Cerrahpaşa,C.1.2,3,2021
İÜ Cerrahpaşa,C.2,2011,2021
İÜ Cerrahpaşa,C.3.1,0,2021
İÜ Cerrahpaşa,C.3.2,7,2021
İÜ Cerrahpaşa,C.4.1,20,2021
İÜ Cerrahpaşa,C.4.2,57,2021
İÜ Cerrahpaşa,C.5,8,2021
İÜ Cerrahpaşa,C.6,8,2021
İÜ Cerrahpaşa,D.1,75,2021
İÜ Cerrahpaşa,D.2,5890,2021
İÜ Cerrahpaşa,D.3,24,2021
İÜ Cerrahpaşa,D.4,2,2021
İÜ Cerrahpaşa,D.5.1,2,2021
İÜ Cerrahpaşa,D.5.2,0,2021
İÜ Cerrahpaşa,D.6.1,0,2021
İÜ Cerrahpaşa,D.6.2,,2021
İÜ Cerrahpaşa,D.7,16864246,2021
İÜ Cerrahpaşa,D.8,20306,2021
İÜ Cerrahpaşa,D.9,0.0116,2021
